county,precinct,office,district,party,candidate,election_day,mail,canvass,votes
Sonoma,5080 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,5081 MB,President,,LIB,Jo Jorgensen,1,2,0,3
Sonoma,5101,President,,LIB,Jo Jorgensen,0,6,5,11
Sonoma,5104,President,,LIB,Jo Jorgensen,2,13,13,28
Sonoma,5105,President,,LIB,Jo Jorgensen,0,7,6,13
Sonoma,5107 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,5108 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,5110 MB,President,,LIB,Jo Jorgensen,0,2,0,2
Sonoma,5112,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,5113,President,,LIB,Jo Jorgensen,3,9,10,22
Sonoma,5114 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,5115,President,,LIB,Jo Jorgensen,2,3,6,11
Sonoma,5116 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,5117 MB,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,5118 MB,President,,LIB,Jo Jorgensen,0,2,3,5
Sonoma,5119,President,,LIB,Jo Jorgensen,0,2,2,4
Sonoma,5120,President,,LIB,Jo Jorgensen,1,9,6,16
Sonoma,5121 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,5122 MB,President,,LIB,Jo Jorgensen,0,0,2,2
Sonoma,5123,President,,LIB,Jo Jorgensen,0,5,3,8
Sonoma,5124 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,5125 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,5126 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7101 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7102,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7103 MB,President,,LIB,Jo Jorgensen,0,0,3,3
Sonoma,7104 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7105 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7106,President,,LIB,Jo Jorgensen,0,5,5,10
Sonoma,7107 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7108,President,,LIB,Jo Jorgensen,2,5,7,14
Sonoma,7109 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7110,President,,LIB,Jo Jorgensen,0,8,5,13
Sonoma,7111,President,,LIB,Jo Jorgensen,0,5,5,10
Sonoma,7112 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7113 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7114 MB,President,,LIB,Jo Jorgensen,0,2,0,2
Sonoma,7115 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7116 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7117,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7118 MB,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7119 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7120 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7121 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7122 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7123 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7124 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7125 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7126 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7127 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7128,President,,LIB,Jo Jorgensen,1,3,4,8
Sonoma,7129 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7130,President,,LIB,Jo Jorgensen,2,10,11,23
Sonoma,7131,President,,LIB,Jo Jorgensen,0,2,0,2
Sonoma,7132,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7133,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7134,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7135 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7136,President,,LIB,Jo Jorgensen,0,7,0,7
Sonoma,7137 MB,President,,LIB,Jo Jorgensen,1,0,1,2
Sonoma,7138 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7139,President,,LIB,Jo Jorgensen,1,0,2,3
Sonoma,7140 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7141 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7142 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7143 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7144,President,,LIB,Jo Jorgensen,0,1,2,3
Sonoma,7145,President,,LIB,Jo Jorgensen,0,1,4,5
Sonoma,7146,President,,LIB,Jo Jorgensen,1,4,4,9
Sonoma,7147,President,,LIB,Jo Jorgensen,1,3,8,12
Sonoma,7148,President,,LIB,Jo Jorgensen,2,16,14,32
Sonoma,7149,President,,LIB,Jo Jorgensen,1,11,8,20
Sonoma,7150 MB,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7151,President,,LIB,Jo Jorgensen,1,19,8,28
Sonoma,7152,President,,LIB,Jo Jorgensen,2,6,15,23
Sonoma,7153,President,,LIB,Jo Jorgensen,0,7,2,9
Sonoma,7154,President,,LIB,Jo Jorgensen,1,12,1,14
Sonoma,7155,President,,LIB,Jo Jorgensen,1,3,2,6
Sonoma,7156 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7157,President,,LIB,Jo Jorgensen,4,4,1,9
Sonoma,7158,President,,LIB,Jo Jorgensen,1,5,2,8
Sonoma,7201,President,,LIB,Jo Jorgensen,2,13,5,20
Sonoma,7202,President,,LIB,Jo Jorgensen,1,5,2,8
Sonoma,7203 MB,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7204 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7205,President,,LIB,Jo Jorgensen,0,5,5,10
Sonoma,7206,President,,LIB,Jo Jorgensen,2,13,16,31
Sonoma,7207,President,,LIB,Jo Jorgensen,0,5,3,8
Sonoma,7208,President,,LIB,Jo Jorgensen,1,4,1,6
Sonoma,7209 MB,President,,LIB,Jo Jorgensen,0,3,2,5
Sonoma,7210,President,,LIB,Jo Jorgensen,0,2,3,5
Sonoma,7211 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7212 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7213 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7214 MB,President,,LIB,Jo Jorgensen,1,0,0,1
Sonoma,7215,President,,LIB,Jo Jorgensen,0,3,7,10
Sonoma,7216,President,,LIB,Jo Jorgensen,0,4,2,6
Sonoma,7217 MB,President,,LIB,Jo Jorgensen,1,2,1,4
Sonoma,7218 MB,President,,LIB,Jo Jorgensen,0,0,3,3
Sonoma,7219 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7220 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7221 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7222,President,,LIB,Jo Jorgensen,2,2,3,7
Sonoma,7223,President,,LIB,Jo Jorgensen,1,10,6,17
Sonoma,7224 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7225 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7226 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7227 MB,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7228,President,,LIB,Jo Jorgensen,1,2,1,4
Sonoma,7229 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7230 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7231 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7232,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7233 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7234 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7235 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7236,President,,LIB,Jo Jorgensen,0,4,4,8
Sonoma,7237,President,,LIB,Jo Jorgensen,0,6,6,12
Sonoma,7238,President,,LIB,Jo Jorgensen,3,10,12,25
Sonoma,7239,President,,LIB,Jo Jorgensen,2,14,11,27
Sonoma,7240,President,,LIB,Jo Jorgensen,2,15,5,22
Sonoma,7241,President,,LIB,Jo Jorgensen,5,10,16,31
Sonoma,7242,President,,LIB,Jo Jorgensen,1,13,9,23
Sonoma,7301 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7302 MB,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7303 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7304 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7305,President,,LIB,Jo Jorgensen,0,3,1,4
Sonoma,7306,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7307,President,,LIB,Jo Jorgensen,1,12,8,21
Sonoma,7308 MB,President,,LIB,Jo Jorgensen,0,0,2,2
Sonoma,7309 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7310 MB,President,,LIB,Jo Jorgensen,0,1,4,5
Sonoma,7311 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7312 MB,President,,LIB,Jo Jorgensen,1,0,2,3
Sonoma,7313,President,,LIB,Jo Jorgensen,0,1,5,6
Sonoma,7314,President,,LIB,Jo Jorgensen,0,6,5,11
Sonoma,7315 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7316,President,,LIB,Jo Jorgensen,1,2,1,4
Sonoma,7317 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7318,President,,LIB,Jo Jorgensen,0,16,9,25
Sonoma,7319,President,,LIB,Jo Jorgensen,2,8,8,18
Sonoma,7401 MB,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7402 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7403 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7404 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7405 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7406 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7407,President,,LIB,Jo Jorgensen,1,17,6,24
Sonoma,7408 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7409 MB,President,,LIB,Jo Jorgensen,0,3,0,3
Sonoma,7410,President,,LIB,Jo Jorgensen,0,3,2,5
Sonoma,7411 MB,President,,LIB,Jo Jorgensen,0,2,0,2
Sonoma,7412,President,,LIB,Jo Jorgensen,0,4,0,4
Sonoma,7413,President,,LIB,Jo Jorgensen,2,10,5,17
Sonoma,7414,President,,LIB,Jo Jorgensen,0,4,4,8
Sonoma,7415 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7416 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7417 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7418 MB,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7419 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7420 MB,President,,LIB,Jo Jorgensen,0,2,0,2
Sonoma,7421 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7422 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7423,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7424 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7425,President,,LIB,Jo Jorgensen,0,1,2,3
Sonoma,7426,President,,LIB,Jo Jorgensen,1,1,1,3
Sonoma,7427 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7429,President,,LIB,Jo Jorgensen,3,3,7,13
Sonoma,7430 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7431,President,,LIB,Jo Jorgensen,0,5,2,7
Sonoma,7432,President,,LIB,Jo Jorgensen,2,8,4,14
Sonoma,7433 MB,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7434 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7435 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7436 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7437,President,,LIB,Jo Jorgensen,0,8,2,10
Sonoma,7438,President,,LIB,Jo Jorgensen,1,3,0,4
Sonoma,7439,President,,LIB,Jo Jorgensen,0,13,9,22
Sonoma,7440 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7441 MB,President,,LIB,Jo Jorgensen,1,1,0,2
Sonoma,7442 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7443 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7444,President,,LIB,Jo Jorgensen,0,6,5,11
Sonoma,7445,President,,LIB,Jo Jorgensen,0,6,7,13
Sonoma,7446 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7447 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7448 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7449,President,,LIB,Jo Jorgensen,4,14,3,21
Sonoma,7450,President,,LIB,Jo Jorgensen,0,5,3,8
Sonoma,7451,President,,LIB,Jo Jorgensen,2,5,2,9
Sonoma,7452 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7453 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7501 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7502 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7503 MB,President,,LIB,Jo Jorgensen,0,1,0,1
Sonoma,7504 MB,President,,LIB,Jo Jorgensen,0,3,2,5
Sonoma,7505,President,,LIB,Jo Jorgensen,0,5,0,5
Sonoma,7506,President,,LIB,Jo Jorgensen,2,12,9,23
Sonoma,7507,President,,LIB,Jo Jorgensen,0,3,0,3
Sonoma,7508,President,,LIB,Jo Jorgensen,2,7,7,16
Sonoma,7509 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7510 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7511,President,,LIB,Jo Jorgensen,1,8,5,14
Sonoma,7512,President,,LIB,Jo Jorgensen,1,2,4,7
Sonoma,7513 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7514 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7515 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7516,President,,LIB,Jo Jorgensen,1,9,4,14
Sonoma,7517,President,,LIB,Jo Jorgensen,0,3,1,4
Sonoma,7518 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7519,President,,LIB,Jo Jorgensen,1,7,3,11
Sonoma,7520 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7521,President,,LIB,Jo Jorgensen,0,4,4,8
Sonoma,7522,President,,LIB,Jo Jorgensen,1,5,6,12
Sonoma,7523,President,,LIB,Jo Jorgensen,3,6,6,15
Sonoma,7524,President,,LIB,Jo Jorgensen,3,9,7,19
Sonoma,7525,President,,LIB,Jo Jorgensen,2,1,5,8
Sonoma,7526,President,,LIB,Jo Jorgensen,0,6,0,6
Sonoma,7527,President,,LIB,Jo Jorgensen,1,9,3,13
Sonoma,7528,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7529,President,,LIB,Jo Jorgensen,2,11,8,21
Sonoma,7530,President,,LIB,Jo Jorgensen,0,3,0,3
Sonoma,7531,President,,LIB,Jo Jorgensen,1,2,2,5
Sonoma,7532,President,,LIB,Jo Jorgensen,0,4,7,11
Sonoma,7533,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7534,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7535,President,,LIB,Jo Jorgensen,1,5,3,9
Sonoma,7536 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7537 MB,President,,LIB,Jo Jorgensen,0,2,4,6
Sonoma,7538 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7539 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7540,President,,LIB,Jo Jorgensen,2,8,7,17
Sonoma,7541,President,,LIB,Jo Jorgensen,0,3,0,3
Sonoma,7542 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7543,President,,LIB,Jo Jorgensen,2,4,0,6
Sonoma,7544 MB,President,,LIB,Jo Jorgensen,0,0,1,1
Sonoma,7545 MB,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7546 MB,President,,LIB,Jo Jorgensen,0,2,1,3
Sonoma,7547,President,,LIB,Jo Jorgensen,0,5,8,13
Sonoma,7548,President,,LIB,Jo Jorgensen,0,1,2,3
Sonoma,7549 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7550,President,,LIB,Jo Jorgensen,0,3,5,8
Sonoma,7551 MB,President,,LIB,Jo Jorgensen,1,0,0,1
Sonoma,7552,President,,LIB,Jo Jorgensen,1,4,2,7
Sonoma,7553 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7554 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7555,President,,LIB,Jo Jorgensen,0,6,14,20
Sonoma,7556,President,,LIB,Jo Jorgensen,1,12,5,18
Sonoma,7558,President,,LIB,Jo Jorgensen,3,8,12,23
Sonoma,7559,President,,LIB,Jo Jorgensen,1,1,4,6
Sonoma,7560 MB,President,,LIB,Jo Jorgensen,0,1,1,2
Sonoma,7561 MB,President,,LIB,Jo Jorgensen,1,4,5,10
Sonoma,7562,President,,LIB,Jo Jorgensen,3,5,10,18
Sonoma,7563,President,,LIB,Jo Jorgensen,0,10,3,13
Sonoma,7564,President,,LIB,Jo Jorgensen,4,9,8,21
Sonoma,7565 MB,President,,LIB,Jo Jorgensen,0,0,0,0
Sonoma,7566 MB,President,,LIB,Jo Jorgensen,1,0,0,1
Sonoma,SONOMA CO CA,President,,LIB,Jo Jorgensen,248,1770,1400,3418
Sonoma,1002 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1003 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1005 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1006 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1007 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1008 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1009 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1012 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1017,President,,,Brian Carroll,0,0,0,0
Sonoma,1018 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1022 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1023,President,,,Brian Carroll,0,0,0,0
Sonoma,1024 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1027 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1029 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1031 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1032 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1033 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1039 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1040 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1041 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1043 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1044 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1045 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1046 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1047 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1048 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1049 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1052 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1053 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1054 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1055 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1056 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1057 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1058 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1059 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1061 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1062 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1063 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1064 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1065 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1067 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1069 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1070 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1071 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1073 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1074 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1075 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1076 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1077,President,,,Brian Carroll,0,0,0,0
Sonoma,1078 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1079 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1080 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1083 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1084 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1085 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1086 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1088 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1089 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1090 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1091 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1092 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1093 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1094 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1095 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1096 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1097,President,,,Brian Carroll,0,0,0,0
Sonoma,1098,President,,,Brian Carroll,0,0,0,0
Sonoma,1099,President,,,Brian Carroll,0,0,0,0
Sonoma,1103,President,,,Brian Carroll,0,0,0,0
Sonoma,1104,President,,,Brian Carroll,0,0,0,0
Sonoma,1105,President,,,Brian Carroll,0,0,0,0
Sonoma,1106,President,,,Brian Carroll,0,0,0,0
Sonoma,1109 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1110,President,,,Brian Carroll,0,0,0,0
Sonoma,1111,President,,,Brian Carroll,1,0,0,1
Sonoma,1112,President,,,Brian Carroll,0,0,0,0
Sonoma,1114 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1115 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1116,President,,,Brian Carroll,0,0,0,0
Sonoma,1117,President,,,Brian Carroll,0,0,0,0
Sonoma,1118,President,,,Brian Carroll,0,0,0,0
Sonoma,1119 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1120 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1121,President,,,Brian Carroll,0,0,0,0
Sonoma,1122,President,,,Brian Carroll,0,0,0,0
Sonoma,1124,President,,,Brian Carroll,0,0,0,0
Sonoma,1125 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1126 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1127,President,,,Brian Carroll,0,0,0,0
Sonoma,1128,President,,,Brian Carroll,0,0,1,1
Sonoma,1129 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1130 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1132,President,,,Brian Carroll,0,0,0,0
Sonoma,1133 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1134 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1135 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1136,President,,,Brian Carroll,0,0,0,0
Sonoma,1137,President,,,Brian Carroll,0,0,0,0
Sonoma,1144 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1145 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1146 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1147 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1148 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1802,President,,,Brian Carroll,0,0,0,0
Sonoma,1806,President,,,Brian Carroll,0,0,0,0
Sonoma,1807 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1808 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1809 MB,President,,,Brian Carroll,0,0,1,1
Sonoma,1810,President,,,Brian Carroll,0,0,0,0
Sonoma,1811 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1812 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1813,President,,,Brian Carroll,0,0,0,0
Sonoma,1814 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1815 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,1816,President,,,Brian Carroll,0,0,0,0
Sonoma,1817,President,,,Brian Carroll,0,0,0,0
Sonoma,1818,President,,,Brian Carroll,0,0,0,0
Sonoma,2007 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2012 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2014 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2015 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2016 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2020 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2022 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2023 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2026 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2027 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2028 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2029 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2032 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2034 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2036 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2037 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2038 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2039 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2041 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2042 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2301,President,,,Brian Carroll,0,0,0,0
Sonoma,2304 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2305 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2306 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2307,President,,,Brian Carroll,0,0,0,0
Sonoma,2308,President,,,Brian Carroll,0,0,0,0
Sonoma,2309,President,,,Brian Carroll,0,0,0,0
Sonoma,2310,President,,,Brian Carroll,0,0,0,0
Sonoma,2311 MB,President,,,Brian Carroll,0,0,0,0
Sonoma,2312,President,,,Brian Carroll,0,0,0,0
Sonoma,2502,President,,,Brian Carroll,0,0,0,0
Sonoma,2503,President,,,Brian Carroll,0,0,2,2
