county,precinct,office,district,party,candidate,election_day,mail,total
Contra Costa,SRAM103 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM103 0,President,,REP,DONALD J. TRUMP,57,286,343
Contra Costa,SRAM104 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,5,5
Contra Costa,SRAM104 0,President,,DEM,JOSEPH R. BIDEN,30,644,674
Contra Costa,SRAM104 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM104 0,President,,LIB,JO JORGENSEN,1,15,16
Contra Costa,SRAM104 0,President,,PFR,GLORIA LA RIVA,1,0,1
Contra Costa,SRAM104 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM104 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM104 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM104 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM104 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM104 0,President,,REP,DONALD J. TRUMP,57,280,337
Contra Costa,SRAM105 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM105 0,President,,DEM,JOSEPH R. BIDEN,33,497,530
Contra Costa,SRAM105 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM105 0,President,,LIB,JO JORGENSEN,1,10,11
Contra Costa,SRAM105 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM105 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM105 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM105 0,President,,Qualified Write In,JESSE VENTURA,0,1,1
Contra Costa,SRAM105 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM105 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM105 0,President,,REP,DONALD J. TRUMP,50,175,225
Contra Costa,SRAM106 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,6,7
Contra Costa,SRAM106 0,President,,DEM,JOSEPH R. BIDEN,38,760,798
Contra Costa,SRAM106 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,SRAM106 0,President,,LIB,JO JORGENSEN,1,11,12
Contra Costa,SRAM106 0,President,,PFR,GLORIA LA RIVA,1,0,1
Contra Costa,SRAM106 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM106 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM106 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM106 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM106 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM106 0,President,,REP,DONALD J. TRUMP,67,301,368
Contra Costa,SRAM107 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,4,4
Contra Costa,SRAM107 0,President,,DEM,JOSEPH R. BIDEN,34,642,676
Contra Costa,SRAM107 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,SRAM107 0,President,,LIB,JO JORGENSEN,0,15,15
Contra Costa,SRAM107 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM107 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM107 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM107 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM107 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM107 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM107 0,President,,REP,DONALD J. TRUMP,39,305,344
Contra Costa,SRAM108 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,3,3
Contra Costa,SRAM108 0,President,,DEM,JOSEPH R. BIDEN,31,790,821
Contra Costa,SRAM108 0,President,,GRN,HOWIE HAWKINS,1,2,3
Contra Costa,SRAM108 0,President,,LIB,JO JORGENSEN,1,7,8
Contra Costa,SRAM108 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM108 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM108 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM108 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM108 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM108 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM108 0,President,,REP,DONALD J. TRUMP,46,258,304
Contra Costa,SRAM109 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM109 0,President,,DEM,JOSEPH R. BIDEN,16,339,355
Contra Costa,SRAM109 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM109 0,President,,LIB,JO JORGENSEN,1,7,8
Contra Costa,SRAM109 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM109 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM109 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM109 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM109 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM109 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM109 0,President,,REP,DONALD J. TRUMP,27,146,173
Contra Costa,SRAM110 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,3,3
Contra Costa,SRAM110 0,President,,DEM,JOSEPH R. BIDEN,24,421,445
Contra Costa,SRAM110 0,President,,GRN,HOWIE HAWKINS,1,5,6
Contra Costa,SRAM110 0,President,,LIB,JO JORGENSEN,3,11,14
Contra Costa,SRAM110 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM110 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM110 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM110 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM110 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM110 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM110 0,President,,REP,DONALD J. TRUMP,32,195,227
Contra Costa,SRAM111 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM111 0,President,,DEM,JOSEPH R. BIDEN,17,462,479
Contra Costa,SRAM111 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,SRAM111 0,President,,LIB,JO JORGENSEN,0,4,4
Contra Costa,SRAM111 0,President,,PFR,GLORIA LA RIVA,1,0,1
Contra Costa,SRAM111 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM111 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM111 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM111 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM111 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM111 0,President,,REP,DONALD J. TRUMP,39,167,206
Contra Costa,SRAM112 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM112 0,President,,DEM,JOSEPH R. BIDEN,23,602,625
Contra Costa,SRAM112 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,SRAM112 0,President,,LIB,JO JORGENSEN,0,7,7
Contra Costa,SRAM112 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM112 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM112 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM112 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM112 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM112 0,President,,Qualified Write In,MARK CHARLES,0,1,1
Contra Costa,SRAM112 0,President,,REP,DONALD J. TRUMP,48,294,342
Contra Costa,SRAM113 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,2,3
Contra Costa,SRAM113 0,President,,DEM,JOSEPH R. BIDEN,23,597,620
Contra Costa,SRAM113 0,President,,GRN,HOWIE HAWKINS,2,2,4
Contra Costa,SRAM113 0,President,,LIB,JO JORGENSEN,2,13,15
Contra Costa,SRAM113 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM113 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM113 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM113 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM113 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM113 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM113 0,President,,REP,DONALD J. TRUMP,44,276,320
Contra Costa,SRAM114 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,4,4
Contra Costa,SRAM114 0,President,,DEM,JOSEPH R. BIDEN,27,433,460
Contra Costa,SRAM114 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM114 0,President,,LIB,JO JORGENSEN,3,8,11
Contra Costa,SRAM114 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM114 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM114 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM114 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM114 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM114 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM114 0,President,,REP,DONALD J. TRUMP,45,213,258
Contra Costa,SRAM115 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,5,5
Contra Costa,SRAM115 0,President,,DEM,JOSEPH R. BIDEN,36,757,793
Contra Costa,SRAM115 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM115 0,President,,LIB,JO JORGENSEN,1,12,13
Contra Costa,SRAM115 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM115 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM115 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM115 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM115 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM115 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM115 0,President,,REP,DONALD J. TRUMP,48,305,353
Contra Costa,SRAM116 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM116 0,President,,DEM,JOSEPH R. BIDEN,26,433,459
Contra Costa,SRAM116 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,SRAM116 0,President,,LIB,JO JORGENSEN,1,11,12
Contra Costa,SRAM116 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM116 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM116 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM116 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM116 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM116 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM116 0,President,,REP,DONALD J. TRUMP,40,193,233
Contra Costa,SRAM117 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,7,8
Contra Costa,SRAM117 0,President,,DEM,JOSEPH R. BIDEN,23,703,726
Contra Costa,SRAM117 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM117 0,President,,LIB,JO JORGENSEN,2,11,13
Contra Costa,SRAM117 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,SRAM117 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM117 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM117 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM117 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM117 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM117 0,President,,REP,DONALD J. TRUMP,53,272,325
Contra Costa,SRAM118 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM118 0,President,,DEM,JOSEPH R. BIDEN,23,371,394
Contra Costa,SRAM118 0,President,,GRN,HOWIE HAWKINS,1,0,1
Contra Costa,SRAM118 0,President,,LIB,JO JORGENSEN,0,4,4
Contra Costa,SRAM118 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM118 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM118 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM118 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM118 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM118 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM118 0,President,,REP,DONALD J. TRUMP,27,147,174
Contra Costa,SRAM120 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,2,3
Contra Costa,SRAM120 0,President,,DEM,JOSEPH R. BIDEN,30,602,632
Contra Costa,SRAM120 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM120 0,President,,LIB,JO JORGENSEN,0,15,15
Contra Costa,SRAM120 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM120 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM120 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM120 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM120 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM120 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM120 0,President,,REP,DONALD J. TRUMP,62,288,350
Contra Costa,SRAM121 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM121 0,President,,DEM,JOSEPH R. BIDEN,15,302,317
Contra Costa,SRAM121 0,President,,GRN,HOWIE HAWKINS,1,2,3
Contra Costa,SRAM121 0,President,,LIB,JO JORGENSEN,1,10,11
Contra Costa,SRAM121 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM121 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM121 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM121 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM121 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM121 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM121 0,President,,REP,DONALD J. TRUMP,36,168,204
Contra Costa,SRAM122 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM122 0,President,,DEM,JOSEPH R. BIDEN,24,696,720
Contra Costa,SRAM122 0,President,,GRN,HOWIE HAWKINS,1,9,10
Contra Costa,SRAM122 0,President,,LIB,JO JORGENSEN,0,5,5
Contra Costa,SRAM122 0,President,,PFR,GLORIA LA RIVA,1,4,5
Contra Costa,SRAM122 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM122 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM122 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM122 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM122 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM122 0,President,,REP,DONALD J. TRUMP,17,154,171
Contra Costa,SRAM123 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM123 0,President,,DEM,JOSEPH R. BIDEN,22,242,264
Contra Costa,SRAM123 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM123 0,President,,LIB,JO JORGENSEN,0,4,4
Contra Costa,SRAM123 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM123 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM123 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM123 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM123 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM123 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM123 0,President,,REP,DONALD J. TRUMP,8,70,78
Contra Costa,SRAM124 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM124 0,President,,DEM,JOSEPH R. BIDEN,53,506,559
Contra Costa,SRAM124 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,SRAM124 0,President,,LIB,JO JORGENSEN,0,2,2
Contra Costa,SRAM124 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,SRAM124 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM124 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM124 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM124 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM124 0,President,,Qualified Write In,MARK CHARLES,0,1,1
Contra Costa,SRAM124 0,President,,REP,DONALD J. TRUMP,24,178,202
Contra Costa,SRAM125 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM125 0,President,,DEM,JOSEPH R. BIDEN,14,223,237
Contra Costa,SRAM125 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM125 0,President,,LIB,JO JORGENSEN,1,2,3
Contra Costa,SRAM125 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM125 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM125 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM125 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM125 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM125 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM125 0,President,,REP,DONALD J. TRUMP,12,103,115
Contra Costa,SRAM126 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,8,8
Contra Costa,SRAM126 0,President,,DEM,JOSEPH R. BIDEN,40,602,642
Contra Costa,SRAM126 0,President,,GRN,HOWIE HAWKINS,1,1,2
Contra Costa,SRAM126 0,President,,LIB,JO JORGENSEN,0,9,9
Contra Costa,SRAM126 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM126 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM126 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM126 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM126 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM126 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM126 0,President,,REP,DONALD J. TRUMP,43,218,261
Contra Costa,SRAM128 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,4,4
Contra Costa,SRAM128 0,President,,DEM,JOSEPH R. BIDEN,53,874,927
Contra Costa,SRAM128 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM128 0,President,,LIB,JO JORGENSEN,1,10,11
Contra Costa,SRAM128 0,President,,PFR,GLORIA LA RIVA,1,2,3
Contra Costa,SRAM128 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM128 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM128 0,President,,Qualified Write In,JESSE VENTURA,0,1,1
Contra Costa,SRAM128 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM128 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM128 0,President,,REP,DONALD J. TRUMP,51,292,343
Contra Costa,SRAM129 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM129 0,President,,DEM,JOSEPH R. BIDEN,8,391,399
Contra Costa,SRAM129 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM129 0,President,,LIB,JO JORGENSEN,0,10,10
Contra Costa,SRAM129 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,SRAM129 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM129 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM129 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM129 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM129 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM129 0,President,,REP,DONALD J. TRUMP,38,170,208
Contra Costa,SRAM130 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM130 0,President,,DEM,JOSEPH R. BIDEN,33,491,524
Contra Costa,SRAM130 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM130 0,President,,LIB,JO JORGENSEN,0,8,8
Contra Costa,SRAM130 0,President,,PFR,GLORIA LA RIVA,1,0,1
Contra Costa,SRAM130 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM130 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM130 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM130 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM130 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM130 0,President,,REP,DONALD J. TRUMP,20,194,214
Contra Costa,SRAM132 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,3,3
Contra Costa,SRAM132 0,President,,DEM,JOSEPH R. BIDEN,18,533,551
Contra Costa,SRAM132 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM132 0,President,,LIB,JO JORGENSEN,0,2,2
Contra Costa,SRAM132 0,President,,PFR,GLORIA LA RIVA,0,4,4
Contra Costa,SRAM132 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM132 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM132 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM132 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM132 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM132 0,President,,REP,DONALD J. TRUMP,25,167,192
Contra Costa,SRAM133 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM133 0,President,,DEM,JOSEPH R. BIDEN,37,639,676
Contra Costa,SRAM133 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM133 0,President,,LIB,JO JORGENSEN,0,7,7
Contra Costa,SRAM133 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,SRAM133 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM133 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM133 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM133 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM133 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM133 0,President,,REP,DONALD J. TRUMP,18,172,190
Contra Costa,SRAM134 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM134 0,President,,DEM,JOSEPH R. BIDEN,45,764,809
Contra Costa,SRAM134 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM134 0,President,,LIB,JO JORGENSEN,0,8,8
Contra Costa,SRAM134 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM134 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM134 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM134 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM134 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM134 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM134 0,President,,REP,DONALD J. TRUMP,28,188,216
Contra Costa,SRAM135 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM135 0,President,,DEM,JOSEPH R. BIDEN,31,788,819
Contra Costa,SRAM135 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM135 0,President,,LIB,JO JORGENSEN,0,10,10
Contra Costa,SRAM135 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,SRAM135 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM135 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM135 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM135 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM135 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM135 0,President,,REP,DONALD J. TRUMP,40,197,237
Contra Costa,SRAM136 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM136 0,President,,DEM,JOSEPH R. BIDEN,19,446,465
Contra Costa,SRAM136 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM136 0,President,,LIB,JO JORGENSEN,0,1,1
Contra Costa,SRAM136 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM136 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
