county,precinct,office,district,party,candidate,election_day,mail,votes
San Francisco,PCT 9137,President,,DEM,Joe Biden,56,686,742
San Francisco,PCT 9138,President,,DEM,Joe Biden,41,701,742
San Francisco,PCT 9139,President,,DEM,Joe Biden,55,737,792
San Francisco,PCT 9141,President,,DEM,Joe Biden,61,634,695
San Francisco,PCT 9142,President,,DEM,Joe Biden,61,735,796
San Francisco,PCT 9143,President,,DEM,Joe Biden,42,649,691
San Francisco,PCT 9144,President,,DEM,Joe Biden,67,701,768
San Francisco,PCT 9145,President,,DEM,Joe Biden,73,663,736
San Francisco,PCT 9146,President,,DEM,Joe Biden,46,654,700
San Francisco,PCT 9147,President,,DEM,Joe Biden,42,742,784
San Francisco,PCT 9148,President,,DEM,Joe Biden,53,784,837
San Francisco,PCT 9149,President,,DEM,Joe Biden,77,720,797
San Francisco,PCT 9151,President,,DEM,Joe Biden,52,592,644
San Francisco,PCT 9152,President,,DEM,Joe Biden,44,280,324
San Francisco,PCT 9201,President,,DEM,Joe Biden,94,755,849
San Francisco,PCT 9202,President,,DEM,Joe Biden,72,732,804
San Francisco,PCT 9203,President,,DEM,Joe Biden,77,682,759
San Francisco,PCT 9204,President,,DEM,Joe Biden,54,558,612
San Francisco,PCT 9205,President,,DEM,Joe Biden,44,542,586
San Francisco,PCT 9206,President,,DEM,Joe Biden,69,623,692
San Francisco,PCT 9207,President,,DEM,Joe Biden,59,664,723
San Francisco,PCT 9208,President,,DEM,Joe Biden,57,655,712
San Francisco,PCT 9209,President,,DEM,Joe Biden,56,517,573
San Francisco,PCT 9211,President,,DEM,Joe Biden,62,644,706
San Francisco,PCT 9212,President,,DEM,Joe Biden,38,570,608
San Francisco,PCT 9213,President,,DEM,Joe Biden,55,663,718
San Francisco,PCT 9214,President,,DEM,Joe Biden,42,417,459
San Francisco,PCT 9215,President,,DEM,Joe Biden,35,459,494
San Francisco,PCT 9216,President,,DEM,Joe Biden,75,565,640
San Francisco,PCT 9217,President,,DEM,Joe Biden,43,526,569
San Francisco,PCT 9218,President,,DEM,Joe Biden,44,579,623
San Francisco,PCT 9219,President,,DEM,Joe Biden,61,573,634
San Francisco,PCT 9221,President,,DEM,Joe Biden,38,488,526
San Francisco,PCT 9222,President,,DEM,Joe Biden,48,662,710
San Francisco,PCT 9223,President,,DEM,Joe Biden,30,453,483
San Francisco,PCT 9224,President,,DEM,Joe Biden,48,659,707
San Francisco,PCT 9225,President,,DEM,Joe Biden,45,639,684
San Francisco,PCT 9226,President,,DEM,Joe Biden,46,636,682
San Francisco,PCT 9227,President,,DEM,Joe Biden,45,520,565
San Francisco,PCT 9228,President,,DEM,Joe Biden,55,513,568
San Francisco,PCT 9229,President,,DEM,Joe Biden,46,437,483
San Francisco,PCT 9231,President,,DEM,Joe Biden,98,719,817
San Francisco,PCT 9232,President,,DEM,Joe Biden,41,560,601
San Francisco,PCT 9233,President,,DEM,Joe Biden,55,615,670
San Francisco,PCT 9234,President,,DEM,Joe Biden,42,578,620
San Francisco,PCT 9235,President,,DEM,Joe Biden,66,616,682
San Francisco,PCT 9236,President,,DEM,Joe Biden,37,496,533
San Francisco,PCT 9237,President,,DEM,Joe Biden,39,705,744
San Francisco,PCT 9238,President,,DEM,Joe Biden,49,586,635
San Francisco,PCT 9239,President,,DEM,Joe Biden,29,667,696
San Francisco,PCT 9241,President,,DEM,Joe Biden,38,725,763
San Francisco,PCT 9242,President,,DEM,Joe Biden,54,728,782
San Francisco,PCT 9243,President,,DEM,Joe Biden,36,443,479
San Francisco,PCT 9244,President,,DEM,Joe Biden,43,708,751
San Francisco,PCT 9245,President,,DEM,Joe Biden,38,571,609
San Francisco,PCT 9246,President,,DEM,Joe Biden,54,762,816
San Francisco,PCT 9247,President,,DEM,Joe Biden,43,671,714
San Francisco,PCT 9248,President,,DEM,Joe Biden,58,624,682
San Francisco,PCT 9249,President,,DEM,Joe Biden,54,680,734
San Francisco,PCT 9251,President,,DEM,Joe Biden,47,760,807
San Francisco,PCT 9252,President,,DEM,Joe Biden,42,723,765
San Francisco,PCT 9253,President,,DEM,Joe Biden,38,499,537
San Francisco,PCT 9254,President,,DEM,Joe Biden,55,746,801
San Francisco,PCT 9255,President,,DEM,Joe Biden,32,409,441
San Francisco,PCT 9256,President,,DEM,Joe Biden,26,374,400
San Francisco,PCT 9257 MB,President,,DEM,Joe Biden,6,245,251
San Francisco,PCT 9258,President,,DEM,Joe Biden,43,548,591
San Francisco,PCT 9401,President,,DEM,Joe Biden,65,739,804
San Francisco,PCT 9402,President,,DEM,Joe Biden,78,688,766
San Francisco,PCT 9403,President,,DEM,Joe Biden,59,572,631
San Francisco,PCT 9404,President,,DEM,Joe Biden,44,683,727
San Francisco,PCT 9405,President,,DEM,Joe Biden,41,529,570
San Francisco,PCT 9406,President,,DEM,Joe Biden,49,615,664
San Francisco,PCT 9407,President,,DEM,Joe Biden,56,620,676
San Francisco,PCT 9408,President,,DEM,Joe Biden,39,574,613
San Francisco,PCT 9409,President,,DEM,Joe Biden,32,434,466
San Francisco,PCT 9411,President,,DEM,Joe Biden,72,709,781
San Francisco,PCT 9412,President,,DEM,Joe Biden,65,599,664
San Francisco,PCT 9413,President,,DEM,Joe Biden,39,666,705
San Francisco,PCT 9414,President,,DEM,Joe Biden,41,613,654
San Francisco,PCT 9415,President,,DEM,Joe Biden,39,542,581
San Francisco,PCT 9416,President,,DEM,Joe Biden,73,718,791
San Francisco,PCT 9417,President,,DEM,Joe Biden,30,507,537
San Francisco,PCT 9418,President,,DEM,Joe Biden,43,518,561
San Francisco,PCT 9419,President,,DEM,Joe Biden,35,595,630
San Francisco,PCT 9421,President,,DEM,Joe Biden,42,617,659
San Francisco,PCT 9422,President,,DEM,Joe Biden,40,725,765
San Francisco,PCT 9423,President,,DEM,Joe Biden,40,611,651
San Francisco,PCT 9424,President,,DEM,Joe Biden,46,651,697
San Francisco,PCT 9425,President,,DEM,Joe Biden,39,641,680
San Francisco,PCT 9426,President,,DEM,Joe Biden,37,566,603
San Francisco,PCT 9427,President,,DEM,Joe Biden,51,645,696
San Francisco,PCT 9428,President,,DEM,Joe Biden,25,617,642
San Francisco,PCT 9429,President,,DEM,Joe Biden,43,605,648
San Francisco,PCT 9431,President,,DEM,Joe Biden,57,676,733
San Francisco,PCT 9432,President,,DEM,Joe Biden,36,659,695
San Francisco,PCT 9433,President,,DEM,Joe Biden,31,619,650
San Francisco,PCT 9434,President,,DEM,Joe Biden,48,720,768
San Francisco,PCT 9435,President,,DEM,Joe Biden,51,661,712
San Francisco,PCT 9436,President,,DEM,Joe Biden,58,694,752
San Francisco,PCT 9437,President,,DEM,Joe Biden,48,571,619
San Francisco,PCT 9438,President,,DEM,Joe Biden,31,687,718
San Francisco,PCT 9439,President,,DEM,Joe Biden,44,606,650
San Francisco,PCT 9441,President,,DEM,Joe Biden,45,670,715
San Francisco,PCT 9442,President,,DEM,Joe Biden,65,674,739
San Francisco,PCT 9443,President,,DEM,Joe Biden,48,630,678
San Francisco,PCT 9444,President,,DEM,Joe Biden,42,637,679
San Francisco,PCT 9445,President,,DEM,Joe Biden,46,663,709
San Francisco,PCT 9446,President,,DEM,Joe Biden,48,706,754
San Francisco,PCT 9447,President,,DEM,Joe Biden,38,636,674
San Francisco,PCT 9448,President,,DEM,Joe Biden,55,625,680
San Francisco,PCT 9449,President,,DEM,Joe Biden,41,584,625
San Francisco,PCT 9451,President,,DEM,Joe Biden,28,259,287
San Francisco,PCT 9452,President,,DEM,Joe Biden,44,574,618
San Francisco,PCT 9453,President,,DEM,Joe Biden,31,343,374
San Francisco,PCT 9501 MB,President,,DEM,Joe Biden,1,109,110
San Francisco,PCT 9502 MB,President,,DEM,Joe Biden,5,205,210
San Francisco,PCT 9503/9504,President,,DEM,Joe Biden,36,493,529
San Francisco,PCT 9505,President,,DEM,Joe Biden,35,579,614
San Francisco,PCT 9506,President,,DEM,Joe Biden,43,487,530
San Francisco,PCT 9507,President,,DEM,Joe Biden,43,567,610
San Francisco,PCT 9508,President,,DEM,Joe Biden,32,635,667
San Francisco,PCT 9509,President,,DEM,Joe Biden,34,562,596
San Francisco,PCT 9511,President,,DEM,Joe Biden,32,478,510
San Francisco,PCT 9512,President,,DEM,Joe Biden,44,585,629
San Francisco,PCT 9513,President,,DEM,Joe Biden,57,619,676
San Francisco,PCT 9514/9522,President,,DEM,Joe Biden,56,710,766
San Francisco,PCT 9515,President,,DEM,Joe Biden,58,545,603
San Francisco,PCT 9516,President,,DEM,Joe Biden,52,660,712
San Francisco,PCT 9517,President,,DEM,Joe Biden,51,569,620
San Francisco,PCT 9518,President,,DEM,Joe Biden,50,625,675
San Francisco,PCT 9519,President,,DEM,Joe Biden,43,699,742
San Francisco,PCT 9521,President,,DEM,Joe Biden,58,681,739
San Francisco,PCT 9701,President,,DEM,Joe Biden,40,503,543
San Francisco,PCT 9702,President,,DEM,Joe Biden,48,555,603
San Francisco,PCT 9703,President,,DEM,Joe Biden,37,755,792
San Francisco,PCT 9704,President,,DEM,Joe Biden,47,750,797
San Francisco,PCT 9705,President,,DEM,Joe Biden,48,725,773
San Francisco,PCT 9706 MB,President,,DEM,Joe Biden,0,47,47
San Francisco,PCT 9707,President,,DEM,Joe Biden,45,594,639
San Francisco,PCT 9708,President,,DEM,Joe Biden,55,733,788
San Francisco,PCT 9709,President,,DEM,Joe Biden,49,733,782
San Francisco,PCT 9711,President,,DEM,Joe Biden,47,462,509
San Francisco,PCT 9712,President,,DEM,Joe Biden,21,518,539
San Francisco,PCT 9713,President,,DEM,Joe Biden,48,638,686
San Francisco,PCT 9714,President,,DEM,Joe Biden,27,687,714
San Francisco,PCT 9715,President,,DEM,Joe Biden,33,423,456
San Francisco,PCT 9716,President,,DEM,Joe Biden,37,664,701
San Francisco,PCT 9717,President,,DEM,Joe Biden,42,701,743
San Francisco,PCT 9718,President,,DEM,Joe Biden,36,638,674
San Francisco,PCT 9719,President,,DEM,Joe Biden,43,670,713
San Francisco,PCT 9721,President,,DEM,Joe Biden,32,496,528
San Francisco,PCT 9722,President,,DEM,Joe Biden,20,430,450
San Francisco,PCT 9723,President,,DEM,Joe Biden,22,350,372
San Francisco,PCT 9724,President,,DEM,Joe Biden,39,662,701
San Francisco,PCT 9725,President,,DEM,Joe Biden,36,629,665
San Francisco,PCT 9726,President,,DEM,Joe Biden,37,237,274
San Francisco,PCT 9727,President,,DEM,Joe Biden,19,279,298
San Francisco,PCT 9728,President,,DEM,Joe Biden,67,635,702
San Francisco,PCT 9729,President,,DEM,Joe Biden,39,566,605
San Francisco,PCT 9731,President,,DEM,Joe Biden,41,390,431
San Francisco,PCT 9732 MB,President,,DEM,Joe Biden,0,58,58
San Francisco,PCT 9733 MB,President,,DEM,Joe Biden,1,203,204
San Francisco,PCT 9734,President,,DEM,Joe Biden,30,449,479
San Francisco,PCT 9735,President,,DEM,Joe Biden,51,589,640
San Francisco,PCT 9736,President,,DEM,Joe Biden,33,558,591
San Francisco,PCT 9737,President,,DEM,Joe Biden,40,641,681
San Francisco,PCT 9738,President,,DEM,Joe Biden,31,534,565
San Francisco,PCT 9739,President,,DEM,Joe Biden,39,413,452
San Francisco,PCT 9741,President,,DEM,Joe Biden,44,70,114
San Francisco,PCT 9742,President,,DEM,Joe Biden,33,431,464
San Francisco,PCT 9743,President,,DEM,Joe Biden,69,686,755
San Francisco,PCT 9744,President,,DEM,Joe Biden,68,472,540
San Francisco,PCT 9745,President,,DEM,Joe Biden,68,520,588
San Francisco,PCT 9746,President,,DEM,Joe Biden,33,625,658
San Francisco,PCT 9747,President,,DEM,Joe Biden,37,681,718
San Francisco,PCT 9748,President,,DEM,Joe Biden,39,641,680
San Francisco,PCT 9749,President,,DEM,Joe Biden,60,576,636
San Francisco,PCT 9751,President,,DEM,Joe Biden,53,763,816
San Francisco,PCT 9752,President,,DEM,Joe Biden,38,513,551
San Francisco,PCT 9753,President,,DEM,Joe Biden,43,552,595
San Francisco,PCT 9754,President,,DEM,Joe Biden,38,527,565
San Francisco,PCT 9755,President,,DEM,Joe Biden,33,384,417
San Francisco,PCT 9756,President,,DEM,Joe Biden,58,640,698
San Francisco,PCT 9801,President,,DEM,Joe Biden,22,280,302
San Francisco,PCT 9900 MB,President,,DEM,Joe Biden,0,0,0
San Francisco,PCT 9901 MB,President,,DEM,Joe Biden,0,0,0
San Francisco,PCT 9902 MB,President,,DEM,Joe Biden,0,0,0
San Francisco,SAN FRANCISCO CA,President,,DEM,Joe Biden,27780,350376,378156
San Francisco,PCT 1101,President,,REP,Donald Trump,18,71,89
San Francisco,PCT 1102,President,,REP,Donald Trump,11,129,140
San Francisco,PCT 1103,President,,REP,Donald Trump,14,128,142
San Francisco,PCT 1104/1105,President,,REP,Donald Trump,28,145,173
San Francisco,PCT 1106,President,,REP,Donald Trump,11,100,111
San Francisco,PCT 1107,President,,REP,Donald Trump,8,97,105
San Francisco,PCT 1108,President,,REP,Donald Trump,22,94,116
San Francisco,PCT 1109,President,,REP,Donald Trump,18,120,138
San Francisco,PCT 1111,President,,REP,Donald Trump,17,151,168
San Francisco,PCT 1112,President,,REP,Donald Trump,11,97,108
San Francisco,PCT 1113,President,,REP,Donald Trump,9,138,147
San Francisco,PCT 1114,President,,REP,Donald Trump,33,158,191
San Francisco,PCT 1115,President,,REP,Donald Trump,16,156,172
San Francisco,PCT 1116,President,,REP,Donald Trump,11,126,137
San Francisco,PCT 1117,President,,REP,Donald Trump,16,120,136
San Francisco,PCT 1118,President,,REP,Donald Trump,11,146,157
San Francisco,PCT 1119,President,,REP,Donald Trump,24,99,123
San Francisco,PCT 1121,President,,REP,Donald Trump,17,128,145
San Francisco,PCT 1122,President,,REP,Donald Trump,13,126,139
San Francisco,PCT 1123,President,,REP,Donald Trump,11,151,162
San Francisco,PCT 1124,President,,REP,Donald Trump,21,125,146
San Francisco,PCT 1125,President,,REP,Donald Trump,19,196,215
San Francisco,PCT 1126,President,,REP,Donald Trump,18,175,193
San Francisco,PCT 1127,President,,REP,Donald Trump,28,153,181
San Francisco,PCT 1128,President,,REP,Donald Trump,23,167,190
San Francisco,PCT 1129,President,,REP,Donald Trump,29,201,230
San Francisco,PCT 1131,President,,REP,Donald Trump,26,172,198
San Francisco,PCT 1132,President,,REP,Donald Trump,14,169,183
San Francisco,PCT 1133,President,,REP,Donald Trump,8,151,159
San Francisco,PCT 1134,President,,REP,Donald Trump,14,122,136
San Francisco,PCT 1135,President,,REP,Donald Trump,5,88,93
San Francisco,PCT 1136,President,,REP,Donald Trump,23,156,179
San Francisco,PCT 1141,President,,REP,Donald Trump,30,174,204
San Francisco,PCT 1142,President,,REP,Donald Trump,15,133,148
San Francisco,PCT 1143,President,,REP,Donald Trump,26,146,172
San Francisco,PCT 1144,President,,REP,Donald Trump,26,156,182
San Francisco,PCT 1145,President,,REP,Donald Trump,16,107,123
San Francisco,PCT 1146,President,,REP,Donald Trump,21,149,170
San Francisco,PCT 1147,President,,REP,Donald Trump,19,102,121
San Francisco,PCT 1148,President,,REP,Donald Trump,23,159,182
San Francisco,PCT 1149,President,,REP,Donald Trump,31,125,156
San Francisco,PCT 1151 MB,President,,REP,Donald Trump,0,0,0
San Francisco,PCT 1152,President,,REP,Donald Trump,30,131,161
San Francisco,PCT 1153,President,,REP,Donald Trump,29,166,195
San Francisco,PCT 1154 MB,President,,REP,Donald Trump,0,0,0
San Francisco,PCT 7001,President,,REP,Donald Trump,3,38,41
San Francisco,PCT 7002,President,,REP,Donald Trump,7,39,46
San Francisco,PCT 7003,President,,REP,Donald Trump,10,44,54
San Francisco,PCT 7004,President,,REP,Donald Trump,7,43,50
San Francisco,PCT 7005,President,,REP,Donald Trump,12,15,27
San Francisco,PCT 7006,President,,REP,Donald Trump,12,46,58
San Francisco,PCT 7007,President,,REP,Donald Trump,5,43,48
San Francisco,PCT 7008,President,,REP,Donald Trump,8,38,46
San Francisco,PCT 7009,President,,REP,Donald Trump,18,46,64
San Francisco,PCT 7011,President,,REP,Donald Trump,4,43,47
San Francisco,PCT 7012,President,,REP,Donald Trump,20,59,79
San Francisco,PCT 7013,President,,REP,Donald Trump,11,58,69
San Francisco,PCT 7014,President,,REP,Donald Trump,10,19,29
San Francisco,PCT 7015 MB,President,,REP,Donald Trump,0,5,5
San Francisco,PCT 7016,President,,REP,Donald Trump,15,116,131
San Francisco,PCT 7017,President,,REP,Donald Trump,5,42,47
San Francisco,PCT 7018,President,,REP,Donald Trump,23,166,189
San Francisco,PCT 7019,President,,REP,Donald Trump,6,106,112
San Francisco,PCT 7021,President,,REP,Donald Trump,9,71,80
San Francisco,PCT 7022,President,,REP,Donald Trump,14,81,95
San Francisco,PCT 7023,President,,REP,Donald Trump,9,88,97
San Francisco,PCT 7024,President,,REP,Donald Trump,15,25,40
San Francisco,PCT 7025,President,,REP,Donald Trump,3,27,30
San Francisco,PCT 7026,President,,REP,Donald Trump,23,163,186
San Francisco,PCT 7027,President,,REP,Donald Trump,16,107,123
San Francisco,PCT 7028,President,,REP,Donald Trump,5,41,46
San Francisco,PCT 7029,President,,REP,Donald Trump,7,56,63
San Francisco,PCT 7030,President,,REP,Donald Trump,26,183,209
San Francisco,PCT 7031,President,,REP,Donald Trump,9,135,144
San Francisco,PCT 7032,President,,REP,Donald Trump,10,122,132
San Francisco,PCT 7033,President,,REP,Donald Trump,19,45,64
San Francisco,PCT 7034,President,,REP,Donald Trump,11,47,58
San Francisco,PCT 7035,President,,REP,Donald Trump,9,71,80
San Francisco,PCT 7036,President,,REP,Donald Trump,29,165,194
San Francisco,PCT 7037,President,,REP,Donald Trump,16,34,50
San Francisco,PCT 7038,President,,REP,Donald Trump,25,187,212
San Francisco,PCT 7039,President,,REP,Donald Trump,30,142,172
San Francisco,PCT 7041 MB,President,,REP,Donald Trump,0,12,12
San Francisco,PCT 7042,President,,REP,Donald Trump,14,97,111
San Francisco,PCT 7043,President,,REP,Donald Trump,18,122,140
San Francisco,PCT 7044,President,,REP,Donald Trump,12,80,92
San Francisco,PCT 7045,President,,REP,Donald Trump,17,159,176
San Francisco,PCT 7046,President,,REP,Donald Trump,6,69,75
San Francisco,PCT 7047,President,,REP,Donald Trump,11,136,147
San Francisco,PCT 7048,President,,REP,Donald Trump,5,170,175
San Francisco,PCT 7049,President,,REP,Donald Trump,22,160,182
San Francisco,PCT 7051,President,,REP,Donald Trump,28,176,204
San Francisco,PCT 7052,President,,REP,Donald Trump,19,164,183
San Francisco,PCT 7053,President,,REP,Donald Trump,10,93,103
San Francisco,PCT 7054,President,,REP,Donald Trump,18,114,132
San Francisco,PCT 7055,President,,REP,Donald Trump,9,112,121
San Francisco,PCT 7056,President,,REP,Donald Trump,7,28,35
San Francisco,PCT 7101 MB,President,,REP,Donald Trump,0,3,3
San Francisco,PCT 7201,President,,REP,Donald Trump,15,75,90
San Francisco,PCT 7202,President,,REP,Donald Trump,14,100,114
San Francisco,PCT 7203,President,,REP,Donald Trump,12,40,52
San Francisco,PCT 7204,President,,REP,Donald Trump,13,58,71
San Francisco,PCT 7205,President,,REP,Donald Trump,16,69,85
San Francisco,PCT 7206,President,,REP,Donald Trump,2,21,23
San Francisco,PCT 7207,President,,REP,Donald Trump,10,80,90
San Francisco,PCT 7208,President,,REP,Donald Trump,8,67,75
San Francisco,PCT 7209,President,,REP,Donald Trump,7,52,59
San Francisco,PCT 7301,President,,REP,Donald Trump,40,119,159
San Francisco,PCT 7302,President,,REP,Donald Trump,17,98,115
San Francisco,PCT 7303,President,,REP,Donald Trump,23,80,103
San Francisco,PCT 7304,President,,REP,Donald Trump,22,78,100
San Francisco,PCT 7305,President,,REP,Donald Trump,19,76,95
San Francisco,PCT 7306,President,,REP,Donald Trump,19,76,95
San Francisco,PCT 7307,President,,REP,Donald Trump,9,48,57
San Francisco,PCT 7308,President,,REP,Donald Trump,15,39,54
San Francisco,PCT 7309,President,,REP,Donald Trump,11,60,71
San Francisco,PCT 7311,President,,REP,Donald Trump,15,59,74
San Francisco,PCT 7312,President,,REP,Donald Trump,13,75,88
San Francisco,PCT 7313,President,,REP,Donald Trump,11,106,117
San Francisco,PCT 7314,President,,REP,Donald Trump,14,85,99
San Francisco,PCT 7315,President,,REP,Donald Trump,11,74,85
San Francisco,PCT 7316,President,,REP,Donald Trump,9,83,92
San Francisco,PCT 7317,President,,REP,Donald Trump,15,96,111
San Francisco,PCT 7318,President,,REP,Donald Trump,16,73,89
San Francisco,PCT 7319,President,,REP,Donald Trump,11,71,82
San Francisco,PCT 7321,President,,REP,Donald Trump,16,96,112
San Francisco,PCT 7322,President,,REP,Donald Trump,12,140,152
San Francisco,PCT 7323,President,,REP,Donald Trump,12,88,100
San Francisco,PCT 7324,President,,REP,Donald Trump,15,66,81
San Francisco,PCT 7325,President,,REP,Donald Trump,15,55,70
San Francisco,PCT 7326,President,,REP,Donald Trump,17,111,128
San Francisco,PCT 7327,President,,REP,Donald Trump,11,121,132
San Francisco,PCT 7328,President,,REP,Donald Trump,15,150,165
San Francisco,PCT 7329,President,,REP,Donald Trump,13,86,99
