county,precinct,office,district,party,candidate,votes,mail,provisional
Lassen,Lassen 505,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 505,President,,LIB,JO JORGENSEN,1,0.95%,1,0
Lassen,Lassen 505,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 505,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 505,President,,,Overvotes,1,0.95%,1,0
Lassen,Lassen 505,President,,,Undervotes,2,1.90%,2,0
Lassen,Lassen 505,U.S. House,1,REP,DOUG LAMALFA,64,60.95%,62,2
Lassen,Lassen 505,U.S. House,1,DEM,AUDREY DENNEY,37,35.24%,36,1
Lassen,Lassen 505,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 505,U.S. House,1,,Undervotes,4,3.81%,4,0
Lassen,Lassen 505,State Senate,01,REP,BRIAN DAHLE,66,62.86%,64,2
Lassen,Lassen 505,State Senate,01,DEM,PAMELA DAWN SWARTZ,33,31.43%,32,1
Lassen,Lassen 505,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 505,State Senate,01,,Undervotes,6,5.71%,6,0
Lassen,Lassen 505,State Assembly,01,REP,MEGAN DAHLE,62,59.05%,60,2
Lassen,Lassen 505,State Assembly,01,DEM,ELIZABETH L BETANCOURT,37,35.24%,37,0
Lassen,Lassen 505,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 505,State Assembly,01,,Undervotes,6,5.71%,5,1
Lassen,Lassen 506,Registered Voters,,,,248,,
Lassen,Lassen 506,Ballots Cast,,,,182,,177,5
Lassen,Lassen 506,President,,DEM,JOSEPH R. BIDEN,55,30.22%,55,0
Lassen,Lassen 506,President,,REP,DONALD J. TRUMP,122,67.03%,117,5
Lassen,Lassen 506,President,,PFP,GLORIA LA RIVA,1,0.55%,1,0
Lassen,Lassen 506,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 506,President,,GRN,HOWIE HAWKINS,1,0.55%,1,0
Lassen,Lassen 506,President,,LIB,JO JORGENSEN,2,1.10%,2,0
Lassen,Lassen 506,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 506,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 506,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 506,President,,,Undervotes,1,0.55%,1,0
Lassen,Lassen 506,U.S. House,1,REP,DOUG LAMALFA,124,68.13%,120,4
Lassen,Lassen 506,U.S. House,1,DEM,AUDREY DENNEY,54,29.67%,54,0
Lassen,Lassen 506,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 506,U.S. House,1,,Undervotes,4,2.20%,3,1
Lassen,Lassen 506,State Senate,01,REP,BRIAN DAHLE,118,64.84%,114,4
Lassen,Lassen 506,State Senate,01,DEM,PAMELA DAWN SWARTZ,55,30.22%,55,0
Lassen,Lassen 506,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 506,State Senate,01,,Undervotes,9,4.95%,8,1
Lassen,Lassen 506,State Assembly,01,REP,MEGAN DAHLE,121,66.48%,117,4
Lassen,Lassen 506,State Assembly,01,DEM,ELIZABETH L BETANCOURT,53,29.12%,53,0
Lassen,Lassen 506,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 506,State Assembly,01,,Undervotes,8,4.40%,7,1
Lassen,Lassen 507,Registered Voters,,,,481,,
Lassen,Lassen 507,Ballots Cast,,,,361,,350,11
Lassen,Lassen 507,President,,DEM,JOSEPH R. BIDEN,78,21.61%,77,1
Lassen,Lassen 507,President,,REP,DONALD J. TRUMP,273,75.62%,263,10
Lassen,Lassen 507,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 507,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 507,President,,GRN,HOWIE HAWKINS,1,0.28%,1,0
Lassen,Lassen 507,President,,LIB,JO JORGENSEN,4,1.11%,4,0
Lassen,Lassen 507,President,,WRI,Write-In: UNCERTIFIED WRITE IN,5,1.38%,5,0
Lassen,Lassen 507,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 507,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 507,President,,,Undervotes,0,0.00%,0,0
Lassen,Lassen 507,U.S. House,1,REP,DOUG LAMALFA,83,22.99%,82,1
Lassen,Lassen 507,U.S. House,1,DEM,AUDREY DENNEY,350,96.95%,340,10
Lassen,Lassen 507,U.S. House,1,,Overvotes,11,3.05%,10,1
Lassen,Lassen 507,U.S. House,1,,Undervotes,270,74.79%,261,9
Lassen,Lassen 507,State Senate,01,REP,BRIAN DAHLE,75,20.78%,74,1
Lassen,Lassen 507,State Senate,01,DEM,PAMELA DAWN SWARTZ,345,95.57%,335,10
Lassen,Lassen 507,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 507,State Senate,01,,Undervotes,16,4.43%,15,1
Lassen,Lassen 507,State Assembly,01,REP,MEGAN DAHLE,275,76.18%,266,9
Lassen,Lassen 507,State Assembly,01,DEM,ELIZABETH L BETANCOURT,75,20.78%,74,1
Lassen,Lassen 507,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 507,State Assembly,01,,Undervotes,11,3.05%,10,1
Lassen,Lassen 508,Registered Voters,,,,99,,
Lassen,Lassen 508,Ballots Cast,,,,75,,75,0
Lassen,Lassen 508,President,,DEM,JOSEPH R. BIDEN,21,28.00%,21,0
Lassen,Lassen 508,President,,REP,DONALD J. TRUMP,50,66.67%,50,0
Lassen,Lassen 508,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 508,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 508,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 508,President,,LIB,JO JORGENSEN,3,4.00%,3,0
Lassen,Lassen 508,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 508,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 508,President,,,Overvotes,1,1.33%,1,0
Lassen,Lassen 508,President,,,Undervotes,0,0.00%,0,0
Lassen,Lassen 508,U.S. House,1,REP,DOUG LAMALFA,49,65.33%,49,0
Lassen,Lassen 508,U.S. House,1,DEM,AUDREY DENNEY,25,33.33%,25,0
Lassen,Lassen 508,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 508,U.S. House,1,,Undervotes,1,1.33%,1,0
Lassen,Lassen 508,State Senate,01,REP,BRIAN DAHLE,51,68.00%,51,0
Lassen,Lassen 508,State Senate,01,DEM,PAMELA DAWN SWARTZ,21,28.00%,21,0
Lassen,Lassen 508,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 508,State Senate,01,,Undervotes,3,4.00%,3,0
Lassen,Lassen 508,State Assembly,01,REP,MEGAN DAHLE,48,64.00%,48,0
Lassen,Lassen 508,State Assembly,01,DEM,ELIZABETH L BETANCOURT,24,32.00%,24,0
Lassen,Lassen 508,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 508,State Assembly,01,,Undervotes,3,4.00%,3,0
Lassen,Lassen 509,Registered Voters,,,,52,,
Lassen,Lassen 509,Ballots Cast,,,,40,,40,0
Lassen,Lassen 509,President,,DEM,JOSEPH R. BIDEN,10,25.00%,10,0
Lassen,Lassen 509,President,,REP,DONALD J. TRUMP,30,75.00%,30,0
Lassen,Lassen 509,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 509,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 509,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 509,President,,LIB,JO JORGENSEN,0,0.00%,0,0
Lassen,Lassen 509,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 509,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 509,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 509,President,,,Undervotes,0,0.00%,0,0
Lassen,Lassen 509,U.S. House,1,REP,DOUG LAMALFA,31,77.50%,31,0
Lassen,Lassen 509,U.S. House,1,DEM,AUDREY DENNEY,9,22.50%,9,0
Lassen,Lassen 509,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 509,U.S. House,1,,Undervotes,0,0.00%,0,0
Lassen,Lassen 509,State Senate,01,REP,BRIAN DAHLE,30,75.00%,30,0
Lassen,Lassen 509,State Senate,01,DEM,PAMELA DAWN SWARTZ,10,25.00%,10,0
Lassen,Lassen 509,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 509,State Senate,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 509,State Assembly,01,REP,MEGAN DAHLE,30,75.00%,30,0
Lassen,Lassen 509,State Assembly,01,DEM,ELIZABETH L BETANCOURT,10,25.00%,10,0
Lassen,Lassen 509,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 509,State Assembly,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 510,Registered Voters,,,,79,,
Lassen,Lassen 510,Ballots Cast,,,,65,,61,4
Lassen,Lassen 510,President,,DEM,JOSEPH R. BIDEN,20,30.77%,20,0
Lassen,Lassen 510,President,,REP,DONALD J. TRUMP,43,66.15%,39,4
Lassen,Lassen 510,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 510,President,,AIP,ROCKY DE LA FUENTE GUERRA,1,1.54%,1,0
Lassen,Lassen 510,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 510,President,,LIB,JO JORGENSEN,0,0.00%,0,0
Lassen,Lassen 510,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 510,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 510,President,,,Overvotes,1,1.54%,1,0
Lassen,Lassen 510,President,,,Undervotes,0,0.00%,0,0
Lassen,Lassen 510,U.S. House,1,REP,DOUG LAMALFA,47,72.31%,44,3
Lassen,Lassen 510,U.S. House,1,DEM,AUDREY DENNEY,18,27.69%,17,1
Lassen,Lassen 510,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 510,U.S. House,1,,Undervotes,0,0.00%,0,0
Lassen,Lassen 510,State Senate,01,REP,BRIAN DAHLE,48,73.85%,44,4
Lassen,Lassen 510,State Senate,01,DEM,PAMELA DAWN SWARTZ,17,26.15%,17,0
Lassen,Lassen 510,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 510,State Senate,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 510,State Assembly,01,REP,MEGAN DAHLE,45,69.23%,41,4
Lassen,Lassen 510,State Assembly,01,DEM,ELIZABETH L BETANCOURT,19,29.23%,19,0
Lassen,Lassen 510,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 510,State Assembly,01,,Undervotes,1,1.54%,1,0
Lassen,Lassen 511,Registered Voters,,,,27,,
Lassen,Lassen 511,Ballots Cast,,,,20,,19,1
Lassen,Lassen 511,President,,DEM,JOSEPH R. BIDEN,4,20.00%,4,0
Lassen,Lassen 511,President,,REP,DONALD J. TRUMP,15,75.00%,14,1
Lassen,Lassen 511,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 511,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 511,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 511,President,,LIB,JO JORGENSEN,0,0.00%,0,0
Lassen,Lassen 511,President,,WRI,Write-In: UNCERTIFIED WRITE IN,1,5.00%,1,0
Lassen,Lassen 511,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 511,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 511,President,,,Undervotes,0,0.00%,0,0
Lassen,Lassen 511,U.S. House,1,REP,DOUG LAMALFA,15,75.00%,14,1
Lassen,Lassen 511,U.S. House,1,DEM,AUDREY DENNEY,5,25.00%,5,0
Lassen,Lassen 511,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 511,U.S. House,1,,Undervotes,0,0.00%,0,0
Lassen,Lassen 511,State Senate,01,REP,BRIAN DAHLE,15,75.00%,14,1
Lassen,Lassen 511,State Senate,01,DEM,PAMELA DAWN SWARTZ,5,25.00%,5,0
Lassen,Lassen 511,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 511,State Senate,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 511,State Assembly,01,REP,MEGAN DAHLE,16,80.00%,15,1
Lassen,Lassen 511,State Assembly,01,DEM,ELIZABETH L BETANCOURT,4,20.00%,4,0
Lassen,Lassen 511,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 511,State Assembly,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 512,Registered Voters,,,,3,,
Lassen,Lassen 512,Ballots Cast,,,,2,,2,0
Lassen,Lassen 512,President,,DEM,JOSEPH R. BIDEN,0,0.00%,0,0
Lassen,Lassen 512,President,,REP,DONALD J. TRUMP,2,100.00%,2,0
Lassen,Lassen 512,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 512,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 512,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 512,President,,LIB,JO JORGENSEN,0,0.00%,0,0
Lassen,Lassen 512,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 512,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 512,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 512,President,,,Undervotes,0,0.00%,0,0
Lassen,Lassen 512,U.S. House,1,REP,DOUG LAMALFA,2,100.00%,2,0
Lassen,Lassen 512,U.S. House,1,DEM,AUDREY DENNEY,0,0.00%,0,0
Lassen,Lassen 512,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 512,U.S. House,1,,Undervotes,0,0.00%,0,0
Lassen,Lassen 512,State Senate,01,REP,BRIAN DAHLE,2,100.00%,2,0
Lassen,Lassen 512,State Senate,01,DEM,PAMELA DAWN SWARTZ,0,0.00%,0,0
Lassen,Lassen 512,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 512,State Senate,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 512,State Assembly,01,REP,MEGAN DAHLE,2,100.00%,2,0
Lassen,Lassen 512,State Assembly,01,DEM,ELIZABETH L BETANCOURT,0,0.00%,0,0
Lassen,Lassen 512,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 512,State Assembly,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 513,Registered Voters,,,,162,,
Lassen,Lassen 513,Ballots Cast,,,,124,,123,1
Lassen,Lassen 513,President,,DEM,JOSEPH R. BIDEN,15,12.10%,15,0
Lassen,Lassen 513,President,,REP,DONALD J. TRUMP,104,83.87%,103,1
Lassen,Lassen 513,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 513,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 513,President,,GRN,HOWIE HAWKINS,2,1.61%,2,0
Lassen,Lassen 513,President,,LIB,JO JORGENSEN,2,1.61%,2,0
Lassen,Lassen 513,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 513,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 513,U.S. House,1,DEM,AUDREY DENNEY,24,19.35%,24,0
Lassen,Lassen 513,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 513,U.S. House,1,,Undervotes,2,1.61%,2,0
Lassen,Lassen 513,State Senate,01,REP,BRIAN DAHLE,103,83.06%,102,1
Lassen,Lassen 513,State Senate,01,DEM,PAMELA DAWN SWARTZ,18,14.52%,18,0
Lassen,Lassen 513,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 513,State Senate,01,,Undervotes,3,2.42%,3,0
Lassen,Lassen 513,State Assembly,01,REP,MEGAN DAHLE,105,84.68%,104,1
Lassen,Lassen 513,State Assembly,01,DEM,ELIZABETH L BETANCOURT,16,12.90%,16,0
Lassen,Lassen 513,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 513,State Assembly,01,,Undervotes,3,2.42%,3,0
Lassen,Lassen 517,Registered Voters,,,,57,,
Lassen,Lassen 517,Ballots Cast,,,,53,,51,2
Lassen,Lassen 517,President,,DEM,JOSEPH R. BIDEN,5,9.43%,5,0
Lassen,Lassen 517,President,,REP,DONALD J. TRUMP,45,84.91%,43,2
Lassen,Lassen 517,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 517,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 517,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 517,President,,LIB,JO JORGENSEN,1,1.89%,1,0
Lassen,Lassen 517,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 517,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 517,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 517,President,,,Undervotes,2,3.77%,2,0
Lassen,Lassen 517,U.S. House,1,REP,DOUG LAMALFA,45,84.91%,44,1
Lassen,Lassen 517,U.S. House,1,DEM,AUDREY DENNEY,7,13.21%,6,1
Lassen,Lassen 517,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 517,U.S. House,1,,Undervotes,1,1.89%,1,0
Lassen,Lassen 517,State Senate,01,REP,BRIAN DAHLE,47,88.68%,45,2
Lassen,Lassen 517,State Senate,01,DEM,PAMELA DAWN SWARTZ,5,9.43%,5,0
Lassen,Lassen 517,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 517,State Senate,01,,Undervotes,1,1.89%,1,0
Lassen,Lassen 517,State Assembly,01,REP,MEGAN DAHLE,46,86.79%,44,2
Lassen,Lassen 517,State Assembly,01,DEM,ELIZABETH L BETANCOURT,7,13.21%,7,0
Lassen,Lassen 517,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 517,State Assembly,01,,Undervotes,0,0.00%,0,0
